r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,time
1,0,0,743836,52056,493652,0,0,0,0,124,157,0,1,99,0,0,0 2025-10-22
0,0,0,744088,52056,493652,0,0,0,0,128,158,0,1,99,0,0,0 2025-10-22
0,0,0,743836,52056,493652,0,0,0,0,231,227,1,1,99,0,0,0 2025-10-22
0,0,0,744592,52056,493652,0,0,0,0,138,181,1,1,99,0,0,0 2025-10-22
0,0,0,744340,52056,493652,0,0,0,0,151,174,0,1,99,0,0,0 2025-10-22
0,0,0,744340,52056,493652,0,0,0,0,127,160,0,1,99,0,0,0 2025-10-22
0,0,0,744340,52056,493652,0,0,0,0,124,159,0,1,99,0,0,0 2025-10-22
0,0,0,744340,52056,493656,0,0,0,0,120,155,0,1,99,0,0,0 2025-10-22
0,0,0,744340,52056,493656,0,0,0,0,122,151,0,1,99,0,0,0 2025-10-22
0,0,0,744340,52056,493656,0,0,0,0,118,151,1,1,99,0,0,0 2025-10-22
0,0,0,744340,52056,493656,0,0,0,0,137,163,0,1,99,0,0,0 2025-10-22
0,0,0,744592,52056,493656,0,0,0,0,126,159,0,1,99,0,0,0 2025-10-22
0,0,0,745348,52056,493656,0,0,0,0,129,158,0,1,99,0,0,0 2025-10-22
0,0,0,745600,52064,493656,0,0,0,8,150,174,0,1,99,0,0,0 2025-10-22
0,0,0,746356,52064,493656,0,0,0,0,142,164,0,1,99,0,0,0 2025-10-22
0,0,0,746860,52064,493656,0,0,0,2,132,168,0,1,99,0,0,0 2025-10-22
0,0,0,747364,52064,493656,0,0,0,0,128,160,0,1,99,0,0,0 2025-10-22
0,0,0,747616,52072,493664,0,0,0,12,285,398,1,2,97,0,0,0 2025-10-22
0,0,0,747616,52072,493664,0,0,0,40,142,170,0,1,99,0,0,0 2025-10-22
0,0,0,747616,52072,493664,0,0,0,0,125,156,0,1,99,0,0,0 2025-10-22
0,0,0,747616,52080,493664,0,0,0,30,134,164,0,1,99,0,0,0 2025-10-22
procs,-----------memory----------,---swap--,-----io----,-system--,-------cpu-------,-----timestamp-----,,,,,,,,,,, 
r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,gu CEST
1,0,0,747616,52080,493664,0,0,0,0,122,154,0,1,99,0,0,0 2025-10-22
0,0,0,747616,52080,493664,0,0,0,0,127,155,0,1,99,0,0,0 2025-10-22
0,0,0,747868,52080,493664,0,0,0,24,141,163,1,1,99,0,0,0 2025-10-22
0,0,0,748372,52080,493664,0,0,0,0,126,157,0,0,100,0,0,0 2025-10-22
0,0,0,748624,52080,493664,0,0,0,0,133,168,0,1,99,0,0,0 2025-10-22
0,0,0,749128,52080,493664,0,0,0,0,125,159,0,1,99,0,0,0 2025-10-22
1,0,0,749128,52080,493664,0,0,0,0,125,155,0,1,99,0,0,0 2025-10-22
0,0,0,748876,52080,493664,0,0,0,0,131,167,0,1,99,0,0,0 2025-10-22
0,0,0,749632,52080,493664,0,0,0,0,125,151,0,1,99,0,0,0 2025-10-22
0,0,0,749128,52080,493664,0,0,0,0,125,160,1,1,99,0,0,0 2025-10-22
0,0,0,749380,52080,493664,0,0,0,0,125,155,0,1,99,0,0,0 2025-10-22
0,0,0,749128,52080,493664,0,0,0,0,220,222,0,1,99,0,0,0 2025-10-22
0,0,0,749128,52080,493664,0,0,0,0,139,195,0,1,99,0,0,0 2025-10-22
0,0,0,749128,52080,493664,0,0,0,0,126,159,0,1,99,0,0,0 2025-10-22
0,0,0,749128,52080,493664,0,0,0,0,131,163,0,1,99,0,0,0 2025-10-22
0,0,0,749128,52080,493664,0,0,0,0,125,161,1,1,99,0,0,0 2025-10-22
0,0,0,749128,52080,493664,0,0,0,0,117,148,0,1,99,0,0,0 2025-10-22
0,0,0,749128,52080,493664,0,0,0,0,131,161,0,1,99,0,0,0 2025-10-22
0,0,0,749128,52080,493664,0,0,0,0,124,155,0,1,99,0,0,0 2025-10-22
0,0,0,749128,52080,493664,0,0,0,0,119,169,0,1,99,0,0,0 2025-10-22
0,0,0,749128,52080,493664,0,0,0,0,130,160,0,1,99,0,0,0 2025-10-22
procs,-----------memory----------,---swap--,-----io----,-system--,-------cpu-------,-----timestamp-----,,,,,,,,,,, 
r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,gu CEST
0,0,0,749128,52080,493664,0,0,0,0,119,154,0,1,99,0,0,0 2025-10-22
0,0,0,748876,52080,493664,0,0,0,0,138,160,1,1,99,0,0,0 2025-10-22
0,0,0,748372,52080,493664,0,0,0,0,113,163,0,1,99,0,0,0 2025-10-22
0,0,0,748120,52080,493664,0,0,0,0,112,156,0,0,99,0,0,0 2025-10-22
0,0,0,747616,52080,493664,0,0,0,0,115,157,0,1,99,0,0,0 2025-10-22
0,0,0,747364,52080,493664,0,0,0,0,203,214,0,1,99,0,0,0 2025-10-22
0,0,0,746860,52080,493664,0,0,0,0,113,156,0,1,99,0,0,0 2025-10-22
0,0,0,746608,52080,493664,0,0,0,0,110,153,0,1,99,0,0,0 2025-10-22
1,0,0,746104,52088,493664,0,0,0,6,132,164,0,1,99,0,0,0 2025-10-22
0,0,0,745852,52088,493664,0,0,0,0,119,154,1,1,99,0,0,0 2025-10-22
0,0,0,745348,52088,493664,0,0,0,0,119,160,0,1,99,0,0,0 2025-10-22
0,0,0,744844,52088,493664,0,0,0,0,119,158,1,0,99,0,0,0 2025-10-22
0,0,0,744592,52088,493664,0,0,0,0,123,160,0,1,99,0,0,0 2025-10-22
0,0,0,744088,52088,493664,0,0,0,0,121,161,1,1,99,0,0,0 2025-10-22
0,0,0,743836,52088,493664,0,0,0,0,117,150,0,1,99,0,0,0 2025-10-22
0,0,0,743584,52088,493664,0,0,0,0,122,155,0,1,99,0,0,0 2025-10-22
0,0,0,743332,52088,493664,0,0,0,0,134,166,0,1,99,0,0,0 2025-10-22
0,0,0,742828,52088,493664,0,0,0,0,115,152,1,0,99,0,0,0 2025-10-22
0,0,0,742828,52088,493664,0,0,0,0,112,153,0,1,99,0,0,0 2025-10-22
0,0,0,743080,52088,493664,0,0,0,0,112,157,0,1,99,0,0,0 2025-10-22
0,0,0,743332,52088,493664,0,0,0,0,208,229,1,1,99,0,0,0 2025-10-22
procs,-----------memory----------,---swap--,-----io----,-system--,-------cpu-------,-----timestamp-----,,,,,,,,,,, 
r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,gu CEST
1,0,0,743332,52088,493668,0,0,0,0,123,178,1,1,99,0,0,0 2025-10-22
0,0,0,743332,52088,493668,0,0,0,0,121,157,0,1,99,0,0,0 2025-10-22
0,0,0,743332,52088,493668,0,0,0,2,128,157,0,1,99,0,0,0 2025-10-22
0,0,0,743584,52088,493668,0,0,0,0,128,162,0,1,99,0,0,0 2025-10-22
0,0,0,743836,52088,493668,0,0,0,0,111,153,0,1,99,0,0,0 2025-10-22
0,0,0,743836,52088,493668,0,0,0,0,124,165,0,1,99,0,0,0 2025-10-22
0,0,0,744088,52088,493668,0,0,0,0,116,153,0,0,99,0,0,0 2025-10-22
0,0,0,743836,52088,493668,0,0,0,0,119,147,0,0,99,0,0,0 2025-10-22
0,0,0,744088,52088,493668,0,0,0,0,108,150,0,1,99,0,0,0 2025-10-22
0,0,0,744340,52088,493668,0,0,0,0,111,158,0,1,99,0,0,0 2025-10-22
0,0,0,744340,52088,493668,0,0,0,0,117,158,0,1,99,0,0,0 2025-10-22
0,0,0,744592,52088,493668,0,0,0,0,104,152,0,1,99,0,0,0 2025-10-22
0,0,0,744592,52088,493668,0,0,0,0,105,151,0,1,99,0,0,0 2025-10-22
0,0,0,744844,52088,493668,0,0,0,0,110,158,0,1,99,0,0,0 2025-10-22
0,0,0,744844,52088,493668,0,0,0,0,191,224,0,1,99,0,0,0 2025-10-22
0,0,0,745096,52088,493668,0,0,0,0,114,159,0,1,99,0,0,0 2025-10-22
0,0,0,745348,52088,493668,0,0,0,0,120,156,1,1,99,0,0,0 2025-10-22
0,0,0,745852,52096,493660,0,0,0,6,126,161,1,1,99,0,0,0 2025-10-22
0,0,0,745600,52096,493668,0,0,0,0,114,151,0,1,99,0,0,0 2025-10-22
0,0,0,745852,52096,493668,0,0,0,0,119,159,1,1,99,0,0,0 2025-10-22
0,0,0,745852,52096,493668,0,0,0,0,123,158,1,1,99,0,0,0 2025-10-22
procs,-----------memory----------,---swap--,-----io----,-system--,-------cpu-------,-----timestamp-----,,,,,,,,,,, 
r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,gu CEST
1,0,0,745852,52096,493668,0,0,0,0,118,149,0,0,99,0,0,0 2025-10-22
0,0,0,746104,52096,493668,0,0,0,0,123,159,0,1,99,0,0,0 2025-10-22
0,0,0,746356,52096,493668,0,0,0,0,120,163,0,1,99,0,0,0 2025-10-22
0,0,0,746104,52096,493668,0,0,0,0,117,152,0,1,99,0,0,0 2025-10-22
0,0,0,746356,52096,493668,0,0,0,0,116,158,1,1,99,0,0,0 2025-10-22
0,0,0,746104,52096,493668,0,0,0,0,117,159,0,1,99,0,0,0 2025-10-22
0,0,0,746356,52096,493668,0,0,0,0,119,165,0,1,99,0,0,0 2025-10-22
0,0,0,746356,52096,493668,0,0,0,0,113,155,0,1,99,0,0,0 2025-10-22
0,0,0,746860,52096,493668,0,0,0,0,132,177,0,1,99,0,0,0 2025-10-22
0,0,0,746860,52096,493668,0,0,0,0,183,225,1,1,99,0,0,0 2025-10-22
0,0,0,746860,52096,493668,0,0,0,0,110,155,0,1,99,0,0,0 2025-10-22
0,0,0,747364,52096,493668,0,0,0,0,118,163,0,1,99,0,0,0 2025-10-22
0,0,0,747364,52096,493668,0,0,0,2,128,156,0,1,99,0,0,0 2025-10-22
0,0,0,747616,52096,493668,0,0,0,0,107,148,0,0,100,0,0,0 2025-10-22
0,0,0,747616,52096,493668,0,0,0,0,111,152,0,1,99,0,0,0 2025-10-22
0,0,0,748120,52096,493668,0,0,0,0,118,158,0,1,99,0,0,0 2025-10-22
0,0,0,747616,52096,493668,0,0,0,0,118,158,0,1,99,0,0,0 2025-10-22
0,0,0,747868,52096,493668,0,0,0,0,105,147,0,1,99,0,0,0 2025-10-22
0,0,0,747868,52096,493668,0,0,0,0,125,161,0,1,99,0,0,0 2025-10-22
0,0,0,748120,52096,493668,0,0,0,0,124,157,0,1,99,0,0,0 2025-10-22
0,0,0,748120,52096,493668,0,0,0,0,113,161,1,0,99,0,0,0 2025-10-22
procs,-----------memory----------,---swap--,-----io----,-system--,-------cpu-------,-----timestamp-----,,,,,,,,,,, 
r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,gu CEST
1,0,0,748372,52096,493668,0,0,0,0,128,162,0,1,99,0,0,0 2025-10-22
0,0,0,748624,52096,493668,0,0,0,0,118,158,0,1,99,0,0,0 2025-10-22
0,0,0,748624,52096,493668,0,0,0,0,110,150,0,0,99,0,0,0 2025-10-22
0,0,0,748624,52096,493668,0,0,0,0,199,224,0,1,99,0,0,0 2025-10-22
0,0,0,748876,52096,493668,0,0,0,0,118,154,1,1,99,0,0,0 2025-10-22
0,0,0,749128,52104,493668,0,0,0,6,127,167,0,1,99,0,0,0 2025-10-22
0,0,0,748876,52104,493668,0,0,0,0,117,157,0,1,99,0,0,0 2025-10-22
0,0,0,748876,52104,493668,0,0,0,0,114,158,0,1,99,0,0,0 2025-10-22
0,0,0,748876,52104,493668,0,0,0,0,125,162,0,1,99,0,0,0 2025-10-22
0,0,0,749128,52104,493668,0,0,0,0,123,153,1,0,99,0,0,0 2025-10-22
0,0,0,748876,52104,493668,0,0,0,0,117,156,0,1,99,0,0,0 2025-10-22
0,0,0,749128,52104,493668,0,0,0,0,116,154,0,1,99,0,0,0 2025-10-22
0,0,0,748876,52104,493672,0,0,0,0,116,160,0,1,99,0,0,0 2025-10-22
0,0,0,749380,52104,493672,0,0,0,0,116,158,0,1,99,0,0,0 2025-10-22
0,0,0,749128,52104,493672,0,0,0,0,114,153,0,1,99,0,0,0 2025-10-22
0,0,0,748876,52104,493672,0,0,0,0,115,160,0,1,99,0,0,0 2025-10-22
0,0,0,749128,52104,493672,0,0,0,0,114,155,0,1,99,0,0,0 2025-10-22
0,0,0,749128,52104,493672,0,0,0,0,122,162,1,1,99,0,0,0 2025-10-22
0,0,0,749128,52104,493672,0,0,0,0,217,244,1,1,99,0,0,0 2025-10-22
0,0,0,749128,52104,493672,0,0,0,0,118,152,0,1,99,0,0,0 2025-10-22
0,0,0,748876,52104,493672,0,0,0,0,114,153,0,0,99,0,0,0 2025-10-22
procs,-----------memory----------,---swap--,-----io----,-system--,-------cpu-------,-----timestamp-----,,,,,,,,,,, 
r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,gu CEST
1,0,0,749128,52104,493672,0,0,0,2,120,158,1,1,99,0,0,0 2025-10-22
0,0,0,749128,52104,493672,0,0,0,0,116,156,0,1,99,0,0,0 2025-10-22
1,0,0,749128,52104,493672,0,0,0,0,124,154,0,1,99,0,0,0 2025-10-22
5,0,0,742784,52104,493688,0,0,0,0,4088,14197,22,21,56,2,0,0 2025-10-22
5,0,0,742776,52104,493672,0,0,0,0,9468,33044,49,46,1,4,0,0 2025-10-22
5,0,0,741024,52104,493688,0,0,0,0,9596,33248,47,49,1,3,0,0 2025-10-22
6,0,0,740924,52112,493684,0,0,0,6,9692,33312,48,48,1,3,0,0 2025-10-22
3,3,0,740420,52112,493688,0,0,0,0,9317,33262,47,48,1,4,0,0 2025-10-22
8,0,0,743024,52112,493676,0,0,0,0,9409,33256,49,47,1,4,0,0 2025-10-22
8,0,0,741844,52112,493688,0,0,0,0,9462,33300,50,46,1,4,0,0 2025-10-22
5,0,0,742968,52112,493636,0,0,0,0,9413,33279,49,46,1,4,0,0 2025-10-22
9,0,0,740276,52112,493604,0,0,0,0,9471,33257,47,48,1,4,0,0 2025-10-22
5,0,0,741616,52112,493744,0,0,0,0,9581,33382,50,46,1,3,0,0 2025-10-22
7,0,0,741372,52112,493688,0,0,0,0,9517,33316,48,47,1,4,0,0 2025-10-22
5,1,0,742632,52112,493736,0,0,0,0,9458,33442,46,50,1,3,0,0 2025-10-22
5,0,0,742884,52120,493672,0,0,0,6,9377,33400,48,48,1,4,0,0 2025-10-22
7,0,0,742244,52120,493636,0,0,0,0,9470,33353,49,46,1,4,0,0 2025-10-22
5,3,0,742668,52120,493604,0,0,0,0,9505,33337,48,48,1,4,0,0 2025-10-22
8,0,0,741848,52120,493704,0,0,0,6,9375,33216,46,50,1,4,0,0 2025-10-22
5,0,0,740672,52128,493680,0,0,0,8,9375,33179,49,46,1,4,0,0 2025-10-22
4,1,0,739932,52128,493720,0,0,0,0,9394,33179,51,44,1,4,0,0 2025-10-22
procs,-----------memory----------,---swap--,-----io----,-system--,-------cpu-------,-----timestamp-----,,,,,,,,,,, 
r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,gu CEST
10,0,0,741872,52128,493696,0,0,0,4,9430,33375,48,47,1,4,0,0 2025-10-22
7,0,0,742284,52128,493692,0,0,0,0,9531,33207,45,50,1,3,0,0 2025-10-22
7,0,0,741324,52128,493688,0,0,0,0,9483,33502,48,47,1,4,0,0 2025-10-22
10,0,0,742692,52128,493688,0,0,0,0,9481,33173,45,50,1,3,0,0 2025-10-22
11,0,0,743680,52128,493688,0,0,0,0,9462,33413,48,48,1,3,0,0 2025-10-22
6,1,0,743632,52128,493720,0,0,0,0,9410,33298,48,47,1,4,0,0 2025-10-22
5,1,0,742628,52128,493688,0,0,0,0,9401,33304,46,49,1,4,0,0 2025-10-22
5,0,0,741376,52128,493740,0,0,0,0,9438,33091,51,45,1,4,0,0 2025-10-22
10,0,0,742012,52128,493688,0,0,0,0,9369,33302,48,47,1,4,0,0 2025-10-22
4,0,0,742720,52128,493636,0,0,0,0,9445,33193,48,48,1,3,0,0 2025-10-22
5,0,0,742476,52128,493680,0,0,0,0,9348,33286,45,51,1,3,0,0 2025-10-22
4,2,0,743068,52128,493688,0,0,0,0,9535,33554,51,44,1,3,0,0 2025-10-22
5,0,0,742348,52128,493604,0,0,0,0,9493,33434,48,48,1,4,0,0 2025-10-22
7,0,0,743292,52128,493688,0,0,0,0,9591,33463,47,48,1,4,0,0 2025-10-22
5,0,0,743292,52128,493688,0,0,0,0,9652,33325,51,45,1,3,0,0 2025-10-22
9,0,0,743376,52128,493724,0,0,0,0,9426,33355,49,47,1,4,0,0 2025-10-22
5,0,0,740756,52128,493688,0,0,0,0,9480,33272,47,48,1,4,0,0 2025-10-22
9,1,0,743152,52128,493680,0,0,0,0,9366,33328,49,47,1,4,0,0 2025-10-22
10,2,0,741852,52128,493688,0,0,0,0,9391,33357,47,48,1,4,0,0 2025-10-22
7,1,0,740848,52128,493668,0,0,0,0,9307,33348,50,46,1,4,0,0 2025-10-22
7,0,0,741432,52136,493680,0,0,0,8,9371,33384,50,46,1,4,0,0 2025-10-22
procs,-----------memory----------,---swap--,-----io----,-system--,-------cpu-------,-----timestamp-----,,,,,,,,,,, 
r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,gu CEST
9,0,0,742604,52136,493632,0,0,0,0,9421,33345,50,46,1,3,0,0 2025-10-22
5,0,0,743860,52136,493684,0,0,0,0,9466,33327,51,44,1,4,0,0 2025-10-22
7,0,0,744588,52136,493656,0,0,0,0,9391,33253,49,47,1,3,0,0 2025-10-22
7,0,0,742376,52144,493684,0,0,0,6,9327,33355,49,46,1,4,0,0 2025-10-22
4,0,0,745424,52144,493700,0,0,0,0,9487,33318,48,48,1,3,0,0 2025-10-22
6,0,0,741820,52144,493600,0,0,0,0,9479,33656,46,50,1,3,0,0 2025-10-22
5,0,0,742984,52144,493652,0,0,0,0,9633,33518,49,47,1,3,0,0 2025-10-22
6,0,0,744760,52144,493600,0,0,0,0,9328,33225,48,48,1,4,0,0 2025-10-22
6,0,0,744760,52144,493688,0,0,0,0,9392,33321,47,48,1,4,0,0 2025-10-22
7,0,0,743172,52144,493684,0,0,0,0,9359,32943,48,48,1,4,0,0 2025-10-22
8,0,0,744936,52144,493652,0,0,0,0,9409,33340,48,47,1,3,0,0 2025-10-22
2,2,0,744104,52144,493700,0,0,0,0,9356,33303,50,45,1,4,0,0 2025-10-22
5,0,0,744764,52144,493712,0,0,0,0,9453,33287,49,47,1,3,0,0 2025-10-22
5,0,0,743536,52144,493684,0,0,0,0,9381,33157,48,47,1,4,0,0 2025-10-22
5,0,0,743052,52144,493628,0,0,0,0,9292,33385,46,49,1,3,0,0 2025-10-22
5,0,0,741716,52144,493656,0,0,0,4,9323,33221,46,49,1,3,0,0 2025-10-22
9,0,0,744644,52152,493688,0,0,0,16,9262,33163,48,48,1,3,0,0 2025-10-22
6,0,0,742248,52152,493688,0,0,0,0,9380,33253,47,48,1,4,0,0 2025-10-22
10,1,0,743552,52152,493660,0,0,0,66,9418,33074,51,44,1,4,0,0 2025-10-22
9,0,0,743204,52160,493688,0,0,0,14,9461,33236,50,46,1,4,0,0 2025-10-22
6,1,0,742608,52160,493644,0,0,0,0,9536,33211,48,47,1,4,0,0 2025-10-22
procs,-----------memory----------,---swap--,-----io----,-system--,-------cpu-------,-----timestamp-----,,,,,,,,,,, 
r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,gu CEST
9,0,0,744120,52160,493656,0,0,0,0,9372,33302,48,48,1,3,0,0 2025-10-22
3,2,0,745060,52160,493704,0,0,0,0,9201,33053,46,50,1,4,0,0 2025-10-22
12,0,0,743688,52160,493604,0,0,0,0,9332,33408,50,46,1,4,0,0 2025-10-22
10,0,0,744268,52160,493688,0,0,0,0,9428,33368,49,46,1,4,0,0 2025-10-22
5,2,0,745164,52160,493604,0,0,0,0,9476,33228,47,49,1,4,0,0 2025-10-22
6,0,0,742280,52160,493644,0,0,0,0,9317,33211,51,44,1,3,0,0 2025-10-22
6,0,0,744376,52160,493612,0,0,0,0,9300,33048,48,48,1,4,0,0 2025-10-22
5,0,0,744992,52160,493672,0,0,0,0,9411,33344,47,49,1,4,0,0 2025-10-22
11,0,0,743788,52160,493672,0,0,0,0,9290,33335,49,47,1,3,0,0 2025-10-22
8,0,0,744676,52160,493656,0,0,0,0,9328,33014,50,45,1,4,0,0 2025-10-22
4,1,0,745548,52160,493704,0,0,0,10,9438,33206,48,48,1,3,0,0 2025-10-22
8,0,0,745004,52160,493704,0,0,0,0,9575,33218,48,47,1,4,0,0 2025-10-22
9,0,0,743628,52168,493680,0,0,0,6,9469,33117,48,48,1,4,0,0 2025-10-22
4,3,0,743928,52168,493628,0,0,0,0,9215,32415,48,47,1,4,0,0 2025-10-22
7,2,0,745624,52168,493688,0,0,0,0,9530,33168,49,47,1,4,0,0 2025-10-22
7,0,0,744364,52168,493692,0,0,0,0,9416,33254,48,47,1,3,0,0 2025-10-22
8,0,0,743724,52168,493696,0,0,0,0,9256,33258,50,46,1,3,0,0 2025-10-22
5,0,0,744060,52168,493720,0,0,0,0,9418,33542,49,47,1,3,0,0 2025-10-22
5,2,0,742480,52168,493696,0,0,0,0,9474,33300,45,51,1,4,0,0 2025-10-22
7,0,0,744036,52168,493688,0,0,0,0,9440,33143,47,49,1,4,0,0 2025-10-22
7,0,0,743252,52168,493620,0,0,0,0,9403,33313,48,47,1,3,0,0 2025-10-22
procs,-----------memory----------,---swap--,-----io----,-system--,-------cpu-------,-----timestamp-----,,,,,,,,,,, 
r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,gu CEST
7,1,0,742300,52168,493704,0,0,0,0,9389,33146,49,47,1,4,0,0 2025-10-22
5,2,0,742088,52168,493688,0,0,0,0,9477,33317,47,49,1,3,0,0 2025-10-22
2,1,0,743136,52168,493672,0,0,0,0,9423,33275,48,48,1,4,0,0 2025-10-22
5,0,0,744720,52168,493612,0,0,0,0,9495,33250,48,47,1,4,0,0 2025-10-22
4,2,0,742304,52168,493676,0,0,0,0,9442,33253,50,46,1,4,0,0 2025-10-22
6,2,0,746780,52168,493688,0,0,0,0,9472,33263,48,47,1,4,0,0 2025-10-22
6,0,0,743140,52168,493720,0,0,0,0,9393,33147,48,47,1,4,0,0 2025-10-22
8,2,0,741776,52168,493688,0,0,0,2,9360,33344,48,48,1,4,0,0 2025-10-22
8,0,0,743104,52168,493708,0,0,0,0,9380,33361,50,45,1,4,0,0 2025-10-22
8,0,0,743860,52168,493688,0,0,0,0,9438,33333,48,47,1,4,0,0 2025-10-22
8,0,0,744616,52168,493684,0,0,0,0,9487,33145,50,45,1,4,0,0 2025-10-22
3,0,0,743516,52168,493688,0,0,0,0,9352,33065,49,46,1,4,0,0 2025-10-22
7,1,0,743920,52168,493708,0,0,0,0,9451,33284,51,45,1,3,0,0 2025-10-22
6,0,0,745432,52168,493692,0,0,0,0,9407,33278,50,46,1,3,0,0 2025-10-22
12,0,0,743120,52168,493640,0,0,0,0,9510,33369,47,49,1,4,0,0 2025-10-22
7,0,0,744388,52168,493608,0,0,0,0,9347,33261,49,46,1,4,0,0 2025-10-22
12,0,0,744168,52168,493644,0,0,0,0,9310,33410,48,48,1,3,0,0 2025-10-22
5,1,0,744804,52168,493692,0,0,0,0,9345,33237,50,46,1,4,0,0 2025-10-22
7,0,0,744048,52168,493640,0,0,0,0,9367,33404,49,46,1,4,0,0 2025-10-22
8,0,0,744724,52168,493676,0,0,0,0,9523,33390,50,45,1,4,0,0 2025-10-22
5,0,0,744276,52168,493624,0,0,0,0,9279,33319,48,47,1,4,0,0 2025-10-22
procs,-----------memory----------,---swap--,-----io----,-system--,-------cpu-------,-----timestamp-----,,,,,,,,,,, 
r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,gu CEST
6,0,0,743664,52176,493684,0,0,0,6,9394,33231,49,47,1,4,0,0 2025-10-22
5,3,0,745512,52176,493692,0,0,0,0,9329,33095,48,48,1,4,0,0 2025-10-22
6,0,0,743044,52176,493692,0,0,0,0,9457,33391,49,47,1,3,0,0 2025-10-22
6,0,0,742012,52176,493660,0,0,0,0,9547,33378,48,48,1,3,0,0 2025-10-22
7,0,0,744108,52176,493676,0,0,0,0,9251,33190,47,49,1,4,0,0 2025-10-22
6,0,0,743000,52176,493692,0,0,0,0,9233,33381,49,47,1,4,0,0 2025-10-22
5,0,0,748720,52176,493692,0,0,0,0,9270,33203,46,50,1,4,0,0 2025-10-22
5,1,0,747260,52176,493660,0,0,0,0,9291,33306,48,48,1,3,0,0 2025-10-22
8,0,0,746064,52176,493708,0,0,0,0,9248,33180,50,46,1,4,0,0 2025-10-22
1,4,0,743776,52176,493748,0,0,0,0,9288,33111,50,45,1,4,0,0 2025-10-22
6,1,0,744556,52176,493692,0,0,0,0,9443,33152,50,46,1,3,0,0 2025-10-22
8,0,0,747016,52176,493676,0,0,0,0,9526,33437,48,48,1,4,0,0 2025-10-22
10,0,0,745088,52176,493708,0,0,0,0,9555,33460,46,49,1,4,0,0 2025-10-22
6,0,0,744340,52176,493708,0,0,0,0,9562,33393,49,46,1,3,0,0 2025-10-22
5,0,0,744116,52176,493608,0,0,0,0,9403,33370,47,48,1,3,0,0 2025-10-22
4,0,0,743800,52176,493640,0,0,0,0,9429,33270,51,45,1,4,0,0 2025-10-22
6,0,0,742240,52176,493692,0,0,0,2,9607,33332,49,46,1,4,0,0 2025-10-22
2,3,0,743800,52176,493692,0,0,0,0,9432,33392,50,46,1,3,0,0 2025-10-22
8,1,0,743988,52176,493692,0,0,0,0,9500,33459,51,45,1,3,0,0 2025-10-22
6,0,0,742388,52176,493684,0,0,0,0,9588,33230,48,48,1,4,0,0 2025-10-22
6,0,0,753496,52176,493692,0,0,0,0,9572,33222,49,47,1,4,0,0 2025-10-22
procs,-----------memory----------,---swap--,-----io----,-system--,-------cpu-------,-----timestamp-----,,,,,,,,,,, 
r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,gu CEST
6,0,0,747552,52176,493644,0,0,0,0,9534,33209,48,47,1,4,0,0 2025-10-22
3,1,0,745312,52176,493692,0,0,0,0,9323,33220,49,47,1,4,0,0 2025-10-22
6,0,0,743916,52176,493748,0,0,0,0,9339,33276,48,47,1,3,0,0 2025-10-22
7,0,0,743276,52176,493660,0,0,0,0,9332,33437,49,46,1,4,0,0 2025-10-22
5,0,0,743620,52176,493640,0,0,0,0,9450,33032,49,47,1,4,0,0 2025-10-22
5,0,0,746364,52176,493692,0,0,0,0,9437,33156,49,47,1,4,0,0 2025-10-22
5,2,0,743268,52176,493656,0,0,0,0,9295,33296,49,47,1,4,0,0 2025-10-22
6,0,0,741784,52176,493692,0,0,0,0,9439,33435,49,46,1,4,0,0 2025-10-22
5,0,0,743556,52176,493712,0,0,0,0,9317,33207,52,43,1,4,0,0 2025-10-22
5,0,0,745752,52176,493692,0,0,0,0,9419,33235,48,48,1,4,0,0 2025-10-22
10,0,0,746924,52184,493700,0,0,0,6,9470,33321,49,47,1,4,0,0 2025-10-22
8,0,0,743400,52184,493692,0,0,0,0,9425,33365,49,46,1,4,0,0 2025-10-22
10,0,0,743964,52184,493732,0,0,0,0,9394,33329,51,45,1,3,0,0 2025-10-22
10,0,0,745352,52184,493624,0,0,0,0,9515,33166,48,47,1,4,0,0 2025-10-22
8,0,0,743136,52184,493700,0,0,0,0,9484,33285,49,47,1,3,0,0 2025-10-22
3,3,0,742444,52184,493692,0,0,0,0,9697,33293,48,47,1,4,0,0 2025-10-22
5,0,0,743568,52184,493748,0,0,0,0,9435,33310,49,47,1,4,0,0 2025-10-22
9,0,0,746340,52184,493608,0,0,0,0,9541,33177,48,47,1,4,0,0 2025-10-22
