r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,time,Principale1,Principale2,Principale3,Cluster
9,1,0,744816,51580,493468,0,0,0,0,9313,33235,47,49,1,4,0,0 2025-10-22,"2,303228186","-1,456072588","-0,640058293",5
4,0,0,744340,51580,493392,0,0,0,24,9445,33477,49,47,1,3,0,0 2025-10-22,"1,5724944198","-2,091321326","0,4493886935",5
4,1,0,746188,51580,493460,0,0,0,0,9297,33377,46,49,1,3,0,0 2025-10-22,"1,6099861028","-1,534509521","-0,80156692",6
5,0,0,744808,51580,493476,0,0,0,0,9496,33358,48,48,1,3,0,0 2025-10-22,"1,5856806478","-1,430958093","-0,46504009",5
7,0,0,744676,51580,493440,0,0,0,0,9496,33367,46,50,1,3,0,0 2025-10-22,"1,8124102006","-1,621956474","-0,499407489",5
2,3,0,744684,51580,493476,0,0,0,0,9511,33361,51,44,1,4,0,0 2025-10-22,"1,920639937","-1,555824317","-1,214421022",6
6,0,0,746448,51580,493444,0,0,0,0,9670,33495,47,49,1,3,0,0 2025-10-22,"1,7137708112","-1,566257075","-0,578615719",5
5,0,0,745952,51580,493400,0,0,0,0,9445,33421,48,48,1,4,0,0 2025-10-22,"1,8114017928","-1,8724","-0,671457701",5
5,2,0,746248,51580,493428,0,0,0,0,9462,33255,49,47,1,3,0,0 2025-10-22,"1,9148111785","-1,729316604","-1,08723775",6
8,1,0,744840,51580,493476,0,0,0,0,9524,33286,47,48,1,4,0,0 2025-10-22,"2,200741685","-1,420992967","-0,643236356",5
7,0,0,745196,51580,493456,0,0,0,0,9353,33272,48,47,1,4,0,0 2025-10-22,"1,9430340846","-1,527945429","-0,484472066",5
8,0,0,744944,51580,493468,0,0,0,0,9463,33301,49,47,1,3,0,0 2025-10-22,"1,8810780856","-1,432617972","-0,43098781",5
4,2,0,745200,51580,493484,0,0,0,0,9488,33363,48,48,1,3,0,0 2025-10-22,"1,7882830821","-1,431318271","-0,946891831",6
5,0,0,747492,51580,493476,0,0,0,0,9334,33179,48,48,1,4,0,0 2025-10-22,"1,7251331296","-1,378931045","-0,567488108",6
9,0,0,746548,51580,493520,0,0,0,0,9294,33174,47,48,1,4,0,0 2025-10-22,"2,0730619617","-1,080950607","-0,36214807",5
7,0,0,745844,51580,493476,0,0,0,0,9344,33187,51,45,1,4,0,0 2025-10-22,"1,9352200963","-1,389866085","-0,467048363",5
6,0,0,745412,51580,493492,0,0,0,0,9536,33244,49,47,1,4,0,0 2025-10-22,"1,8476792677","-1,315963342","-0,436338255",5
9,0,0,744688,51580,493476,0,0,0,0,9344,33003,49,46,1,4,0,0 2025-10-22,"2,1210481327","-1,391766923","-0,384502753",5
3,4,0,743932,51580,493472,0,0,0,0,9592,33275,47,49,1,4,0,0 2025-10-22,"2,2088091495","-1,602827492","-1,409158577",6
6,0,0,745824,51580,493476,0,0,0,0,9464,33319,47,49,1,3,0,0 2025-10-22,"1,6724085323","-1,392020402","-0,485064105",5
5,1,0,743556,51580,493456,0,0,0,0,9393,33042,49,46,1,4,0,0 2025-10-22,"1,9126708679","-1,619512079","-0,691348177",5
5,0,0,742564,51588,493524,0,0,0,6,8810,31201,51,45,1,4,0,0 2025-10-22,"1,6381020632","-1,237580358","0,0053948678",5
5,0,0,742028,51588,493392,0,0,0,0,8746,30989,49,47,1,3,0,0 2025-10-22,"1,5474099743","-2,005206717","-0,527020682",5
7,0,0,743072,51588,493476,0,0,0,0,9282,33117,51,44,1,4,0,0 2025-10-22,"1,9332777503","-1,441591477","-0,358245279",5
6,1,0,748008,51588,493492,0,0,0,0,9387,33440,49,46,1,4,0,0 2025-10-22,"1,9549427061","-1,257916456","-0,765779213",6
8,1,0,747156,51588,493528,0,0,0,0,9280,33078,48,48,1,3,0,0 2025-10-22,"1,9508682861","-1,022402522","-0,617610995",5
3,3,0,744608,51588,493460,0,0,0,0,9162,32028,48,48,1,3,0,0 2025-10-22,"1,8063585723","-1,617054176","-1,220637817",6
5,0,0,747196,51588,493476,0,0,0,0,9357,33198,49,47,1,3,0,0 2025-10-22,"1,5481699974","-1,355500386","-0,553866135",5
7,0,0,745356,51588,493476,0,0,0,0,9459,33565,49,46,1,4,0,0 2025-10-22,"1,9417652547","-1,381575027","-0,447654811",5
5,0,0,745500,51588,493480,0,0,0,0,9290,33203,50,45,1,4,0,0 2025-10-22,"1,7162844508","-1,386781107","-0,480270686",5
6,0,0,743232,51588,493512,0,0,0,0,8775,31066,49,45,1,4,0,0 2025-10-22,"1,6949085012","-1,252079423","-0,298864649",5
6,2,0,741160,51588,493464,0,0,0,0,8925,31376,47,47,2,4,0,0 2025-10-22,"2,0734602499","-1,633475553","-0,788205188",6
7,0,0,747992,51588,493492,0,0,0,0,9175,32403,49,45,2,4,0,0 2025-10-22,"1,8281315416","-1,231766073","-0,509698825",5
6,0,0,743716,51588,493480,0,0,0,0,9308,32541,48,47,2,4,0,0 2025-10-22,"1,8079394791","-1,419249356","-0,391850284",5
7,0,0,743672,51588,493464,0,0,0,0,9305,33049,47,48,2,4,0,0 2025-10-22,"1,931768807","-1,500185462","-0,406594207",5
10,0,0,744772,51588,493480,0,0,0,0,9247,32639,50,45,2,4,0,0 2025-10-22,"2,1887545036","-1,335239015","-0,357459067",5
9,0,0,746420,51588,493464,0,0,0,2,9268,32795,49,45,2,4,0,0 2025-10-22,"2,0789814407","-1,417720771","-0,381942066",5
7,0,0,745656,51588,493480,0,0,0,0,9164,32730,48,47,2,4,0,0 2025-10-22,"1,8821090494","-1,358180602","-0,447052391",5
6,0,0,747436,51588,493428,0,0,0,0,9401,32881,47,49,1,4,0,0 2025-10-22,"1,8588748491","-1,636025724","-0,647219495",5
7,0,0,744656,51588,493480,0,0,0,0,9339,32676,45,50,1,4,0,0 2025-10-22,"1,9145802769","-1,379789257","-0,410008225",5
5,1,0,745812,51588,493480,0,0,0,0,9270,32725,48,47,1,4,0,0 2025-10-22,"1,8568025591","-1,403078179","-0,72384578",6
6,1,0,744512,51588,493496,0,0,0,0,9305,33043,46,49,1,4,0,0 2025-10-22,"1,966198701","-1,322194903","-0,622209355",5
6,0,0,745372,51588,493476,0,0,0,0,9177,32641,48,47,1,4,0,0 2025-10-22,"1,7962877624","-1,403144927","-0,463539149",5
3,0,0,745600,51588,493480,0,0,0,0,9300,32938,50,44,2,4,0,0 2025-10-22,"1,4871057862","-1,417452733","-0,520005422",5
5,0,0,744544,51588,493412,0,0,0,0,9347,32808,47,48,1,4,0,0 2025-10-22,"1,7729107635","-1,821004852","-0,588091567",5
7,1,0,744976,51588,493480,0,0,0,0,9289,32855,47,48,1,4,0,0 2025-10-22,"2,0662334653","-1,393583075","-0,654906277",5
2,3,0,745520,51588,493480,0,0,0,0,9447,32908,48,46,2,4,0,0 2025-10-22,"1,8691456489","-1,497526032","-1,234303787",6
7,1,0,746216,51588,493396,0,0,0,0,9275,32904,48,46,1,4,0,0 2025-10-22,"2,1013479168","-1,87153269","-0,880615154",5
8,0,0,745888,51588,493428,0,0,0,0,9340,33222,47,48,1,4,0,0 2025-10-22,"2,0544339516","-1,646191967","-0,550297927",5
9,1,0,745636,51588,493480,0,0,0,0,9273,33144,50,45,1,4,0,0 2025-10-22,"2,2615262333","-1,347160833","-0,6432659",5
8,0,0,744560,51588,493460,0,0,0,0,9245,32981,51,44,2,4,0,0 2025-10-22,"2,0164542565","-1,488879038","-0,429880553",5
5,0,0,742748,51596,493472,0,0,0,6,9235,32973,49,47,1,4,0,0 2025-10-22,"1,7574125088","-1,514673502","-0,11683398",5
6,0,0,745684,51596,493464,0,0,0,0,9217,33042,48,46,1,4,0,0 2025-10-22,"1,7979946285","-1,448417343","-0,499905494",5
8,0,0,742512,51596,493480,0,0,0,0,9423,33132,48,47,1,4,0,0 2025-10-22,"2,0472524262","-1,395426193","-0,309028829",5
5,0,0,743520,51596,493464,0,0,0,0,9378,33080,49,46,1,3,0,0 2025-10-22,"1,5690204875","-1,500838925","-0,436369419",5
3,0,0,745480,51596,493480,0,0,0,0,9383,33105,48,47,1,4,0,0 2025-10-22,"1,5257796823","-1,396405529","-0,515702775",5
6,0,0,745268,51596,493452,0,0,0,0,9519,33255,50,45,1,3,0,0 2025-10-22,"1,6778976432","-1,513169829","-0,511323954",5
8,1,0,744716,51596,493464,0,0,0,0,9478,33306,49,46,1,3,0,0 2025-10-22,"2,0241417412","-1,447211744","-0,659839237",5
10,0,0,745840,51596,493416,0,0,0,0,9397,33220,51,45,1,4,0,0 2025-10-22,"2,2802096371","-1,668284135","-0,53605624",5
5,2,0,744880,51596,493480,0,0,0,0,9298,33100,48,47,1,4,0,0 2025-10-22,"2,031195721","-1,426474103","-0,920174754",6
5,1,0,745260,51596,493396,0,0,0,0,9396,33172,48,47,1,4,0,0 2025-10-22,"1,9465071254","-1,900205443","-0,881676911",5
5,0,0,746456,51596,493480,0,0,0,0,9167,32947,49,47,1,4,0,0 2025-10-22,"1,7085547118","-1,344601445","-0,514862191",5
8,0,0,742068,51596,493412,0,0,0,0,9381,33208,49,47,1,4,0,0 2025-10-22,"2,1176212695","-1,814388008","-0,437370506",5
5,0,0,745320,51596,493480,0,0,0,0,9436,32958,49,46,1,4,0,0 2025-10-22,"1,7244548474","-1,370968","-0,472242135",5
4,3,0,741668,51596,493516,0,0,0,0,9438,33205,47,49,1,4,0,0 2025-10-22,"2,1209548712","-1,320324094","-0,973458348",6
5,3,0,746112,51596,493480,0,0,0,0,9484,33344,48,48,1,3,0,0 2025-10-22,"2,0354242161","-1,401651845","-1,201243107",6
5,0,0,743604,51596,493480,0,0,0,2,9401,33322,49,46,1,4,0,0 2025-10-22,"1,7464910881","-1,42267787","-0,315880534",5
4,2,0,742492,51596,493480,0,0,0,0,9529,33528,48,48,1,3,0,0 2025-10-22,"1,8204588803","-1,481947446","-0,849251941",6
6,0,0,742272,51596,493496,0,0,0,0,9232,33196,50,45,1,4,0,0 2025-10-22,"1,8239065212","-1,336277378","-0,302072848",5
6,0,0,745452,51596,493396,0,0,0,0,9397,33087,48,47,1,4,0,0 2025-10-22,"1,8858334263","-1,859460303","-0,637584238",5
6,2,0,744912,51596,493468,0,0,0,0,9437,33231,50,46,1,4,0,0 2025-10-22,"2,1701640017","-1,479012613","-0,929936143",6
6,0,0,743492,51596,493488,0,0,0,0,9353,33349,48,47,1,4,0,0 2025-10-22,"1,8352446765","-1,3524627","-0,366871962",5
5,0,0,744436,51604,493456,0,0,0,12,9147,33022,50,46,1,4,0,0 2025-10-22,"1,7524965412","-1,583269842","0,0598667022",5
6,0,0,745152,51604,493480,0,0,0,0,9451,33311,49,46,1,4,0,0 2025-10-22,"1,8336827082","-1,339527704","-0,446430204",5
6,0,0,745004,51604,493544,0,0,0,0,9269,33240,49,46,1,4,0,0 2025-10-22,"1,7687465717","-0,960003479","-0,30330561",5
7,0,0,746632,51604,493480,0,0,0,0,9418,33330,48,48,1,3,0,0 2025-10-22,"1,7546573946","-1,27600364","-0,484061894",5
7,0,0,743308,51604,493460,0,0,0,0,9415,33291,51,45,1,4,0,0 2025-10-22,"1,9754885314","-1,489133154","-0,400096745",5
7,0,0,745644,51604,493480,0,0,0,0,9362,33297,50,45,1,3,0,0 2025-10-22,"1,7385918069","-1,303074068","-0,445135651",5
11,0,0,744184,51604,493436,0,0,0,0,9280,33064,46,50,1,4,0,0 2025-10-22,"2,365695745","-1,556586535","-0,409056435",5
7,0,0,746460,51604,493480,0,0,0,0,9372,32981,48,47,1,4,0,0 2025-10-22,"1,9066537131","-1,295198988","-0,476797961",5
1,2,0,745500,51604,493480,0,0,0,0,9415,33238,49,47,1,3,0,0 2025-10-22,"1,4813280247","-1,435351668","-1,017677863",6
11,1,0,745596,51612,493484,0,0,0,6,9280,33238,51,45,1,3,0,0 2025-10-22,"2,2978270287","-1,255240407","-0,317830578",5
7,1,0,746128,51612,493400,0,0,0,0,9211,33147,50,46,1,3,0,0 2025-10-22,"1,950544898","-1,776356914","-0,864664121",5
8,0,0,744416,51612,493408,0,0,0,0,9471,33151,49,47,1,4,0,0 2025-10-22,"2,1059849204","-1,741338915","-0,533202489",5
5,0,0,743872,51612,493468,0,0,0,0,9355,33256,49,47,1,4,0,0 2025-10-22,"1,7621653598","-1,437943177","-0,440120343",5
7,1,0,744132,51612,493484,0,0,0,0,9331,33197,50,46,1,4,0,0 2025-10-22,"2,0961103739","-1,32815138","-0,611038586",5
2,3,0,745596,51612,493416,0,0,0,0,9616,33343,47,49,1,4,0,0 2025-10-22,"1,9843576487","-1,814551622","-1,372431411",6
6,0,0,744596,51612,493464,0,0,0,0,9545,33394,48,47,1,4,0,0 2025-10-22,"1,8606955605","-1,428740607","-0,458428489",5
4,2,0,745324,51612,493484,0,0,0,6,9564,33278,48,48,1,4,0,0 2025-10-22,"1,9747195738","-1,393190074","-0,673325119",5
7,0,0,746192,51612,493484,0,0,0,0,9649,33567,49,46,1,4,0,0 2025-10-22,"1,9433140046","-1,252390924","-0,459203999",5
7,0,0,744804,51612,493452,0,0,0,0,9510,33194,48,47,1,4,0,0 2025-10-22,"1,9584954076","-1,482604223","-0,472699959",5
7,0,0,745824,51612,493484,0,0,0,0,9520,33304,48,48,1,3,0,0 2025-10-22,"1,7660482575","-1,251148374","-0,443620604",5
4,3,0,743352,51612,493484,0,0,0,0,9498,33319,45,50,1,4,0,0 2025-10-22,"2,1214435772","-1,434111076","-1,103059737",6
8,0,0,744400,51612,493468,0,0,0,0,9495,33273,50,46,1,4,0,0 2025-10-22,"2,065159045","-1,379244072","-0,405165711",5
4,3,0,746452,51612,493448,0,0,0,0,9514,33200,48,47,1,4,0,0 2025-10-22,"2,1192670558","-1,575339382","-1,298218544",6
4,3,0,745168,51612,493400,0,0,0,0,9477,33356,48,47,1,4,0,0 2025-10-22,"2,1670835731","-1,896005718","-1,351361314",6
5,0,0,743920,51612,493524,0,0,0,0,9628,33401,45,50,1,3,0,0 2025-10-22,"1,5510186818","-1,086259185","-0,323065544",5
5,2,0,745552,51612,493492,0,0,0,0,9548,33196,50,45,1,3,0,0 2025-10-22,"1,8574716392","-1,284390033","-0,917972258",6
7,0,0,744048,51612,493448,0,0,0,0,9439,33302,45,50,1,4,0,0 2025-10-22,"1,9661455787","-1,525789041","-0,452161068",5
5,0,0,745240,51612,493400,0,0,0,0,9415,33188,48,47,1,4,0,0 2025-10-22,"1,7888560578","-1,81585862","-0,636900401",5
9,0,0,745984,51612,493520,0,0,0,0,9439,33326,49,46,1,4,0,0 2025-10-22,"2,0903739149","-1,014914223","-0,33560139",5
5,0,0,744540,51612,493484,0,0,0,0,9473,33234,51,45,1,3,0,0 2025-10-22,"1,5723241432","-1,312692462","-0,431273848",5
5,0,0,745464,51612,493484,0,0,0,0,9454,33295,48,47,1,3,0,0 2025-10-22,"1,5486862701","-1,292139151","-0,466105752",5
4,2,0,744324,51612,493484,0,0,0,0,9426,33421,50,46,1,4,0,0 2025-10-22,"1,9684631092","-1,386933589","-0,907966985",6
5,0,0,744608,51612,493516,0,0,0,0,9506,33348,49,47,1,4,0,0 2025-10-22,"1,7350647091","-1,128249603","-0,367122396",5
7,0,0,746288,51612,493484,0,0,0,0,9414,33531,49,46,1,4,0,0 2025-10-22,"1,9210538978","-1,253213928","-0,461484885",5
5,1,0,743616,51612,493492,0,0,0,0,9366,33439,48,48,1,4,0,0 2025-10-22,"1,9077126134","-1,32044047","-0,612284841",5
8,0,0,741348,51612,493484,0,0,0,0,9342,33243,49,46,1,3,0,0 2025-10-22,"1,8670738424","-1,350799047","-0,25173938",5
4,1,0,745632,51612,493484,0,0,0,0,9353,33292,47,49,1,4,0,0 2025-10-22,"1,7941558967","-1,334641782","-0,724850858",6
6,0,0,744168,51612,493484,0,0,0,0,9515,33389,49,46,1,4,0,0 2025-10-22,"1,8457993323","-1,319062354","-0,399239542",5
7,1,0,743916,51612,493416,0,0,0,0,9709,33575,49,47,1,3,0,0 2025-10-22,"2,011801081","-1,726017154","-0,749556254",5
3,1,0,745748,51612,493484,0,0,0,0,9249,32772,47,49,1,3,0,0 2025-10-22,"1,492114468","-1,33887619","-0,745414814",6
4,2,0,744520,51620,493468,0,0,0,6,9532,33612,49,47,1,4,0,0 2025-10-22,"1,9977988298","-1,489069608","-0,675555195",5
4,2,0,740720,51620,493484,0,0,0,0,9494,33218,49,46,1,3,0,0 2025-10-22,"1,801552887","-1,446965926","-0,766875065",6
9,0,0,746156,51620,493504,0,0,0,0,9415,33220,45,50,1,4,0,0 2025-10-22,"2,0980522911","-1,088615505","-0,374525532",5
5,0,0,745164,51620,493492,0,0,0,0,9392,33260,52,44,1,4,0,0 2025-10-22,"1,7339566722","-1,241718601","-0,437123325",5
4,1,0,740892,51620,493488,0,0,0,0,9436,33263,49,47,1,4,0,0 2025-10-22,"1,8357602945","-1,406385514","-0,533654057",5
7,0,0,743016,51620,493416,0,0,0,0,9430,33225,48,48,1,4,0,0 2025-10-22,"2,0114304297","-1,722970001","-0,479646696",5
6,0,0,744704,51620,493532,0,0,0,0,9441,33150,47,48,1,4,0,0 2025-10-22,"1,7930502017","-0,999195291","-0,315213824",5
7,0,0,743876,51620,493484,0,0,0,0,9439,32970,47,49,1,3,0,0 2025-10-22,"1,7670629663","-1,281955939","-0,366426298",5
6,0,0,746056,51620,493504,0,0,0,0,9487,33175,50,46,1,3,0,0 2025-10-22,"1,6425386211","-1,121091158","-0,426573677",5
6,0,0,745300,51620,493484,0,0,0,0,9347,33146,51,44,1,4,0,0 2025-10-22,"1,8136925087","-1,275077374","-0,439608526",5
8,0,0,744692,51620,493408,0,0,0,0,9368,33169,48,48,1,3,0,0 2025-10-22,"1,9143454423","-1,70555545","-0,54083011",5
7,0,0,744528,51620,493484,0,0,0,2,9314,33082,48,47,1,4,0,0 2025-10-22,"1,9176314095","-1,290763913","-0,299992912",5
6,1,0,743448,51628,493516,0,0,0,6,9514,33242,48,47,1,4,0,0 2025-10-22,"1,9836016343","-1,159448367","-0,259383538",5
7,0,0,745192,51628,493484,0,0,0,0,9377,33063,48,47,1,4,0,0 2025-10-22,"1,9147572764","-1,243767348","-0,415401753",5
7,0,0,742672,51628,493424,0,0,0,0,9372,33251,47,48,1,4,0,0 2025-10-22,"1,9862749533","-1,666542901","-0,447034143",5
3,3,0,745492,51628,493484,0,0,0,2,9426,33258,49,47,1,4,0,0 2025-10-22,"2,0125413134","-1,367311423","-1,109520741",6
6,1,0,745148,51628,493480,0,0,0,0,9398,33255,46,49,1,4,0,0 2025-10-22,"1,9829761034","-1,304323713","-0,674071291",5
5,0,0,745408,51628,493484,0,0,0,0,9344,33345,47,49,1,3,0,0 2025-10-22,"1,5575063023","-1,254041345","-0,461114891",5
10,0,0,745420,51628,493456,0,0,0,0,9394,33311,47,49,1,4,0,0 2025-10-22,"2,2551204231","-1,359869905","-0,429054619",5
5,1,0,744892,51628,493484,0,0,0,0,9498,33434,48,48,1,4,0,0 2025-10-22,"1,9131028993","-1,297030051","-0,675919084",5
3,3,0,742280,51628,493432,0,0,0,0,9375,32534,50,46,1,4,0,0 2025-10-22,"2,0544487282","-1,752369754","-1,186663745",6
1,3,0,743344,51628,493488,0,0,0,0,9383,32735,51,45,1,4,0,0 2025-10-22,"1,8111856595","-1,41704785","-1,145886396",6
10,0,0,745128,51628,493488,0,0,0,0,9525,33347,47,48,1,4,0,0 2025-10-22,"2,2281950911","-1,17433807","-0,349884131",5
5,2,0,743524,51628,493488,0,0,0,0,9415,33455,49,47,1,3,0,0 2025-10-22,"1,8890928311","-1,318204417","-0,846259064",6
6,0,0,743028,51628,493472,0,0,0,0,9389,33300,47,48,1,4,0,0 2025-10-22,"1,8511337789","-1,38268558","-0,37729978",5
3,1,0,742524,51628,493488,0,0,0,0,9474,33305,48,48,1,4,0,0 2025-10-22,"1,72783325","-1,361028376","-0,613635729",6
6,0,0,746068,51628,493472,0,0,0,0,9569,33532,47,48,1,4,0,0 2025-10-22,"1,8469844266","-1,304922697","-0,495197642",5
5,0,0,745784,51628,493488,0,0,0,0,9538,33283,47,48,1,4,0,0 2025-10-22,"1,7299355965","-1,231451791","-0,468239247",5
10,1,0,743548,51628,493488,0,0,0,0,9330,33138,50,46,1,4,0,0 2025-10-22,"2,3904868452","-1,236066108","-0,521057282",5
8,0,0,746832,51628,493456,0,0,0,0,9252,33234,48,47,1,4,0,0 2025-10-22,"2,0138954078","-1,35865896","-0,518813181",5
8,0,0,745796,51636,493512,0,0,0,6,9476,33126,47,48,1,4,0,0 2025-10-22,"2,0019910889","-1,056655695","-0,08596674",5
9,0,0,745360,51636,493428,0,0,0,0,9329,33128,49,46,1,4,0,0 2025-10-22,"2,1488345147","-1,528972565","-0,502103899",5
4,1,0,743780,51636,493436,0,0,0,0,9295,33283,49,47,1,3,0,0 2025-10-22,"1,6569695334","-1,601153848","-0,75031149",5
7,0,0,744200,51636,493456,0,0,0,0,9460,33293,51,45,1,3,0,0 2025-10-22,"1,791630526","-1,402487391","-0,436102503",5
7,0,0,746272,51636,493476,0,0,0,0,9310,32535,47,48,1,4,0,0 2025-10-22,"1,8927469335","-1,249169234","-0,470905619",5
10,0,0,744348,51636,493480,0,0,0,0,9288,32738,47,48,1,4,0,0 2025-10-22,"2,204392037","-1,227829312","-0,333008203",5
6,0,0,746160,51636,493480,0,0,0,0,9487,33297,49,47,1,4,0,0 2025-10-22,"1,8427879819","-1,235028557","-0,479852888",5
6,0,0,744864,51636,493480,0,0,0,0,9396,33354,48,47,1,3,0,0 2025-10-22,"1,6495995152","-1,25884017","-0,428271334",5
5,0,0,744676,51636,493428,0,0,0,0,9365,33542,46,49,1,3,0,0 2025-10-22,"1,595261193","-1,591207324","-0,550716056",5
6,0,0,745988,51636,493468,0,0,0,0,9381,33147,49,47,1,3,0,0 2025-10-22,"1,6596847178","-1,302586631","-0,497003508",5
6,0,0,745056,51636,493428,0,0,0,0,9555,33463,49,46,1,4,0,0 2025-10-22,"1,8840684898","-1,576036007","-0,548367275",5
7,0,0,747380,51636,493396,0,0,0,0,9549,33397,49,47,1,4,0,0 2025-10-22,"2,0025193251","-1,69564549","-0,687347383",5
8,0,0,745684,51636,493412,0,0,0,0,9557,33160,46,50,1,4,0,0 2025-10-22,"2,0997890073","-1,627048239","-0,569325258",5
6,0,0,746492,51636,493396,0,0,0,0,9624,33460,50,46,1,3,0,0 2025-10-22,"1,7383967064","-1,719837009","-0,671592146",5
6,0,0,748484,51636,493484,0,0,0,0,9404,33049,49,46,1,4,0,0 2025-10-22,"1,7892974984","-1,158048224","-0,558729831",5
4,0,0,746240,51636,493480,0,0,0,2,9568,33352,49,46,1,3,0,0 2025-10-22,"1,4571371673","-1,262771062","-0,428057301",5
4,3,0,747020,51636,493432,0,0,0,0,9404,33345,51,44,1,4,0,0 2025-10-22,"2,116752556","-1,600637967","-1,349120825",6
7,1,0,747988,51636,493464,0,0,0,0,9487,33386,45,51,1,4,0,0 2025-10-22,"2,0980516034","-1,293510561","-0,798190318",6
6,0,0,745972,51636,493512,0,0,0,0,9569,33333,52,43,1,3,0,0 2025-10-22,"1,6282355527","-1,03656496","-0,403382893",5
6,0,0,745812,51636,493496,0,0,0,0,9483,33360,49,47,1,4,0,0 2025-10-22,"1,8347999638","-1,146913218","-0,432554406",5
8,0,0,746116,51644,493472,0,0,0,16,9449,33225,49,46,1,4,0,0 2025-10-22,"2,0360681569","-1,323741497","0,2739288442",5
8,0,0,746544,51644,493480,0,0,0,0,9295,32728,48,47,1,4,0,0 2025-10-22,"1,9880623103","-1,183838284","-0,45291398",5
5,2,0,744580,51644,493496,0,0,0,0,9322,33044,48,47,1,4,0,0 2025-10-22,"2,0182856284","-1,221276075","-0,8656247",6
5,0,0,745168,51652,493472,0,0,0,80,9458,33170,47,48,1,4,0,0 2025-10-22,"1,8013977995","-1,712352341","3,1730041983",2
6,0,0,745008,51652,493516,0,0,0,0,9426,33103,47,48,1,4,0,0 2025-10-22,"1,797454883","-1,011224497","-0,354743109",5
5,0,0,745224,51652,493480,0,0,0,0,9353,32990,50,46,1,3,0,0 2025-10-22,"1,5503063261","-1,225895424","-0,457346775",5
6,2,0,745024,51652,493464,0,0,0,0,9359,33041,50,45,1,4,0,0 2025-10-22,"2,138550401","-1,36882363","-0,930762269",6
5,1,0,745580,51652,493396,0,0,0,0,9486,33401,47,48,1,3,0,0 2025-10-22,"1,7725622891","-1,743992754","-0,883481105",5
9,0,0,745660,51652,493484,0,0,0,0,9429,33231,51,45,1,3,0,0 2025-10-22,"1,9494306206","-1,130651817","-0,391774939",5
3,0,0,747968,51652,493480,0,0,0,0,9458,32948,50,45,1,3,0,0 2025-10-22,"1,320926783","-1,18872693","-0,599607136",5
10,0,0,746136,51660,493492,0,0,0,6,9535,33010,47,49,1,4,0,0 2025-10-22,"2,2289669022","-1,079291528","-0,100513841",5
7,0,0,747024,51660,493480,0,0,0,0,9312,33280,51,45,1,3,0,0 2025-10-22,"1,7343498529","-1,132549899","-0,487780281",5
3,3,0,745784,51660,493480,0,0,0,0,9274,33185,47,48,1,4,0,0 2025-10-22,"1,9773847316","-1,300599316","-1,212779737",6
8,0,0,748376,51660,493480,0,0,0,0,9556,33352,48,47,1,4,0,0 2025-10-22,"2,0095159851","-1,094404717","-0,522773988",5
8,0,0,746588,51660,493496,0,0,0,0,9411,33027,50,45,1,4,0,0 2025-10-22,"1,99055692","-1,044914304","-0,418710673",5
9,0,0,747632,51660,493464,0,0,0,14,9504,33384,47,49,1,3,0,0 2025-10-22,"1,9715637422","-1,256563176","0,1289227388",5
8,0,0,745776,51660,493448,0,0,0,0,9510,33346,45,50,1,4,0,0 2025-10-22,"2,0533052782","-1,351701044","-0,491156947",5
7,0,0,746784,51660,493480,0,0,0,0,9517,33312,45,51,1,4,0,0 2025-10-22,"1,9393554435","-1,146731316","-0,480896968",5
2,2,0,747288,51660,493500,0,0,0,0,9531,33348,50,45,1,3,0,0 2025-10-22,"1,5396366123","-1,121072977","-1,014583121",6
6,2,0,747388,51660,493480,0,0,0,0,9515,33401,48,48,1,3,0,0 2025-10-22,"1,966369569","-1,178690862","-0,987097478",6
8,0,0,746748,51660,493444,0,0,0,0,9434,33200,45,51,1,3,0,0 2025-10-22,"1,8747035905","-1,34055519","-0,535912712",5
6,0,0,747072,51660,493480,0,0,0,0,9452,33553,46,50,1,3,0,0 2025-10-22,"1,6574635543","-1,143194387","-0,509742095",5
7,0,0,743176,51660,493480,0,0,0,0,9608,33408,52,44,1,3,0,0 2025-10-22,"1,7952485105","-1,222521695","-0,342303651",5
9,0,0,743604,51660,493396,0,0,0,0,9625,33516,46,50,1,3,0,0 2025-10-22,"2,0599582718","-1,688593","-0,500737814",5
10,1,0,744164,51660,493516,0,0,0,0,9472,33142,49,47,1,3,0,0 2025-10-22,"2,1938364378","-0,962052931","-0,478926044",5
5,0,0,743672,51660,493484,0,0,0,0,9232,33117,50,46,1,4,0,0 2025-10-22,"1,7329037557","-1,232502887","-0,388379926",5
8,0,0,745680,51660,493452,0,0,0,0,9372,33154,45,50,1,4,0,0 2025-10-22,"2,0342687132","-1,332488807","-0,477805403",5
8,0,0,744792,51660,493484,0,0,0,0,9512,33234,46,50,1,3,0,0 2025-10-22,"1,8679420296","-1,146224152","-0,376299661",5
5,1,0,745800,51660,493484,0,0,0,0,9165,32312,47,48,1,4,0,0 2025-10-22,"1,8290426256","-1,208252227","-0,699969573",5
9,0,0,743520,51660,493484,0,0,0,0,9418,33261,49,47,1,4,0,0 2025-10-22,"2,1484417236","-1,17478852","-0,309291207",5
